82
290.534 -1845.34 25.776 0 
298.248 -1836.14 25.8624 1
305.961 -1826.95 26.0934 0 
313.675 -1817.76 26.4263 0 
321.388 -1808.57 26.8184 0 
329.102 -1799.37 27.2273 0 
336.815 -1790.18 27.6102 0 
344.529 -1780.99 27.9246 0 
352.033 -1772.38 28.0129 0 
359.55 -1763.36 28.1819 0 
367.881 -1753.38 28.167 0 
375.865 -1743.85 28.1755 0 
386.517 -1731.25 28.1819 0 
394.203 -1722.13 28.1446 0 
401.917 -1712.94 28.1446 0 
409.631 -1703.75 28.1446 0 
417.346 -1694.55 28.1446 0 
425.06 -1685.36 28.1446 0 
432.775 -1676.17 28.1446 0 
440.489 -1666.97 28.1446 0 
448.203 -1657.78 28.1446 0 
451.994 -1653.17 28.1819 0 
462.473 -1640.68 28.1819 0 
472.189 -1629.06 28.1819 0 
479.61 -1620.25 28.1861 0 
486.753 -1611.76 28.1835 0 
490.642 -1607.1 28.1906 0 
494.56 -1602.41 28.2636 0 
498.484 -1597.69 28.2204 0 
502.435 -1592.92 28.1259 0 
506.321 -1588.22 27.849 0 
510.168 -1583.54 27.4585 0 
514.007 -1578.87 26.9077 0 
517.844 -1574.2 26.225 0 
521.686 -1569.53 25.4826 0 
525.532 -1564.87 24.6901 0 
529.457 -1560.12 23.8681 0 
533.223 -1555.54 23.0642 0 
544.992 -1541.51 20.8951 0 
552.075 -1531.4 20.443 0 
556.22 -1523.61 20.443 0 
558.418 -1517.26 20.443 0 
559.922 -1510.86 20.443 0 
560.612 -1504.25 20.443 0 
560.964 -1497.29 20.443 0 
561.021 -1483.94 20.443 0 
561.049 -1464.19 20.443 0 
561.086 -1447.44 20.443 0 
561.089 -1428.72 20.443 0 
560.944 -1418.79 20.4428 0 
561.139 -1414.61 20.5391 0 
561.585 -1407.11 20.5803 0 
562.194 -1399.09 20.5906 0 
562.681 -1395.33 20.6264 0 
563.695 -1391.08 20.6429 0 
565.245 -1387.6 20.6422 0 
569.578 -1380.74 20.6423 0 
574.619 -1374.95 20.6423 0 
580.027 -1369.06 20.6423 0 
585.435 -1363.16 20.6423 0 
590.843 -1357.27 20.6423 0 
596.25 -1351.37 20.6423 0 
601.658 -1345.48 20.6423 0 
607.066 -1339.58 20.6423 0 
612.474 -1333.69 20.6423 0 
617.882 -1327.79 20.6423 0 
623.29 -1321.9 20.6423 0 
628.698 -1316.0 20.6423 0 
634.106 -1310.1 20.6423 0 
639.514 -1304.21 20.6423 0 
644.922 -1298.31 20.6423 0 
650.041 -1292.3 21.0007 0 
654.611 -1285.32 21.2891 0 
658.352 -1277.5 21.649 0 
661.157 -1269.67 21.906 0 
663.319 -1261.86 22.0497 0 
664.724 -1253.67 22.0793 0 
664.949 -1244.87 22.2161 0 
664.65 -1220.8 22.7187 0 
664.651 -1200.8 23.0458 0 
664.651 -1164.8 23.4306 0 
664.617 -1156.79 23.4963 0 
