79
-213.538 -1019.98 28.1413 0 
-223.772 -1048.12 28.1433 0 
-249.419 -1119.16 28.1413 0 
-252.253 -1128.79 28.1413 0 
-253.026 -1132.81 28.1423 0 
-253.391 -1137.03 28.1413 0 
-254.499 -1154.93 28.1417 0 
-255.226 -1166.99 28.1414 0 
-256.445 -1184.67 28.1417 0 
-256.997 -1196.89 28.1408 0 
-256.79 -1210.12 28.1412 0 
-256.626 -1222.74 28.151 0 
-256.529 -1228.66 28.1427 0 
-256.547 -1246.79 28.1466 0 
-256.518 -1270.42 29.2323 0 
-256.522 -1281.96 29.8212 0 
-256.574 -1287.71 30.0507 0 
-256.536 -1299.33 30.2889 0 
-256.52 -1316.64 30.2948 0 
-256.516 -1328.3 30.2948 0 
-256.523 -1345.6 30.2938 0 
-256.281 -1368.64 30.2958 0 
-255.413 -1392.7 30.2938 0 
-254.697 -1398.71 30.2899 0 
-253.305 -1404.77 30.2811 0 
-251.403 -1410.25 30.1268 0 
-248.983 -1415.88 30.1073 0 
-246.103 -1421.18 30.2835 0 
-242.773 -1426.28 30.3489 0 
-238.913 -1430.95 30.3553 0 
-234.761 -1435.28 30.3817 0 
-221.321 -1446.65 30.4139 0 
-210.482 -1455.74 30.473 1
-203.418 -1461.61 30.5438 0 
-190.055 -1472.87 30.6908 0 
-176.659 -1484.11 31.2811 0 
-158.77 -1498.98 32.3026 0 
-145.958 -1509.84 33.0096 0 
-132.495 -1521.24 33.1752 0 
-120.603 -1531.24 33.0238 0 
-105.225 -1544.11 32.8226 0 
-91.9719 -1555.04 31.8734 0 
-78.7458 -1566.24 30.5682 0 
-60.9372 -1581.13 28.9795 0 
-51.3542 -1589.16 28.3535 0 
-41.6159 -1597.38 28.2642 0 
-16.2497 -1618.63 28.2539 0 
-2.00262 -1630.56 28.3047 0 
12.0882 -1642.35 28.2988 0 
25.9818 -1654.09 28.2988 0 
35.327 -1661.98 28.2988 0 
40.033 -1665.92 28.2988 0 
49.4999 -1673.8 28.2988 0 
63.5135 -1685.63 28.2988 0 
68.2834 -1689.57 28.3013 1
76.5609 -1697.1 28.0737 0 
83.4468 -1703.81 28.0608 0 
91.114 -1710.88 28.0633 0 
102.061 -1720.06 28.054 0 
116.263 -1732.06 28.0535 0 
130.571 -1743.94 28.0618 0 
140.062 -1751.93 28.0594 0 
150.037 -1759.38 28.0628 0 
155.04 -1763.08 28.0701 0 
167.194 -1772.77 28.0703 0 
183.784 -1786.53 28.0685 0 
195.985 -1796.74 27.6827 0 
214.272 -1812.23 24.8458 0 
232.327 -1827.27 21.2223 0 
246.222 -1838.8 18.8116 0 
264.424 -1854.09 17.7577 0 
278.022 -1865.54 17.4186 0 
304.339 -1887.65 16.9305 0 
328.621 -1908.08 16.243 0 
383.332 -1954.95 15.8222 0 
391.929 -1963.05 15.617 0 
399.967 -1971.88 15.464 0 
408.067 -1980.72 15.3472 0 
419.256 -1993.17 15.2512 0 
